book_id	branch_id	no_of_copies
0440131480	2	1
0440131480	3	1
0440131480	4	1
0440131480	5	0
0609600745	1	1
0609600745	2	1
0609600745	3	1
0609600745	4	1
0609600745	5	0
0375707425	1	1
0375707425	2	1
0375707425	3	1
0375707425	4	1
0375707425	5	0
3453151933	1	1
3453151933	2	0
3453151933	3	1
3453151933	4	1
3453151933	5	0
0231105592	1	1
0231105592	2	0
0231105592	3	1
0231105592	4	1
0231105592	5	1
0590317822	1	1
0590317822	2	1
0590317822	3	1
0590317822	4	1
0590317822	5	0
014056232X	1	0
014056232X	2	1
014056232X	3	1
014056232X	4	1
014056232X	5	1
0590447319	1	1
0590447319	2	1
0590447319	3	1
0590447319	4	1
0590447319	5	0
0440940001	1	0
0440940001	2	1
0440940001	3	0
0440940001	4	1
0440940001	5	1
0440401119	1	1
0440401119	2	1
0440401119	3	1
0440401119	4	1
0440401119	5	0
0440203155	1	1
0440203155	2	1
0440203155	3	1
0440203155	4	1
0440203155	5	1
0812565959	1	0
0812565959	2	1
0812565959	3	1
0812565959	4	0
0812565959	5	1
034536628X	1	0
034536628X	2	1
034536628X	3	1
034536628X	4	0
034536628X	5	1
0880387483	1	1
0880387483	2	1
0880387483	3	0
0880387483	4	1
0880387483	5	1
0880387300	1	1
0880387300	2	1
0880387300	3	1
0880387300	4	0
0880387300	5	1
0425163385	1	1
0425163385	2	0
0425163385	3	1
0425163385	4	1
0425163385	5	1
0743444051	1	1
0743444051	2	1
0743444051	3	1
0743444051	4	1
0743444051	5	1
0061056103	1	1
0061056103	2	1
0061056103	3	1
0061056103	4	1
0061056103	5	0
0671042262	1	0
0671042262	2	1
0671042262	3	1
0671042262	4	1
0671042262	5	1
0425157539	1	1
0425157539	2	1
0425157539	3	2
0425157539	4	1
0425157539	5	1
0553585681	1	1
0553585681	2	1
0553585681	3	0
0553585681	4	1
0553585681	5	1
0553585118	1	1
0553585118	2	1
0553585118	3	1
0553585118	4	1
0553585118	5	1
0886777690	1	1
0886777690	2	1
0886777690	3	0
0886777690	4	0
0886777690	5	0
0743212002	1	1
0743212002	2	1
0743212002	3	1
0743212002	4	1
0743212002	5	1
3426650754	1	0
3426650754	2	1
3426650754	3	1
3426650754	4	1
3426650754	5	1
1854877178	1	1
1854877178	2	0
1854877178	3	1
1854877178	4	1
1854877178	5	1
0380803526	1	1
0380803526	2	1
0380803526	3	0
0380803526	4	1
0380803526	5	0
0373152655	1	1
0373152655	2	0
0373152655	3	1
0373152655	4	1
0373152655	5	1
0451404033	1	1
0451404033	2	0
0451404033	3	1
0451404033	4	1
0451404033	5	1
1583140352	1	1
1583140352	2	0
1583140352	3	1
1583140352	4	0
1583140352	5	0
1854879073	1	1
1854879073	2	0
1854879073	3	0
1854879073	4	1
1854879073	5	0
0821728326	1	1
0821728326	2	1
0821728326	3	2
0821728326	4	2
0821728326	5	1
037348397X	1	1
037348397X	2	1
037348397X	3	1
037348397X	4	1
037348397X	5	1
0380773155	1	0
0380773155	2	1
0380773155	3	0
0380773155	4	1
0380773155	5	0
3404100263	1	0
3404100263	2	0
3404100263	3	1
3404100263	4	0
3404100263	5	1
0679731148	1	1
0679731148	2	1
0679731148	3	1
0679731148	4	1
0679731148	5	1
2070417700	1	0
2070417700	2	1
2070417700	3	0
2070417700	4	1
2070417700	5	1
2070360075	1	0
2070360075	2	1
2070360075	3	1
2070360075	4	0
2070360075	5	1
0786889373	1	1
0786889373	2	1
0786889373	3	1
0786889373	4	1
0786889373	5	0
2207245810	1	0
2207245810	2	1
2207245810	3	1
2207245810	4	1
2207245810	5	1
2207250474	1	1
2207250474	2	1
2207250474	3	0
2207250474	4	1
2207250474	5	1
2290331406	1	0
2290331406	2	0
2290331406	3	1
2290331406	4	1
2290331406	5	1
2070426815	1	1
2070426815	2	1
2070426815	3	0
2070426815	4	1
2070426815	5	1
2290305251	1	0
2290305251	2	0
2290305251	3	1
2290305251	4	1
2290305251	5	1
2070364283	1	0
2070364283	2	1
2070364283	3	0
2070364283	4	1
2070364283	5	1
2266128566	1	0
2266128566	2	0
2266128566	3	0
2266128566	4	0
2266128566	5	1
2070363104	1	1
2070363104	2	0
2070363104	3	1
2070363104	4	1
2070363104	5	1
2253152277	1	0
2253152277	2	1
2253152277	3	1
2253152277	4	1
2253152277	5	1
2207252000	1	1
2207252000	2	1
2207252000	3	0
2207252000	4	1
2207252000	5	1
2253170453	1	1
2253170453	2	1
2253170453	3	1
2253170453	4	1
2253170453	5	1
2723409821	1	1
2723409821	2	1
2723409821	3	1
2723409821	4	0
2723409821	5	1
2070415686	1	0
2070415686	2	1
2070415686	3	1
2070415686	4	1
2070415686	5	1
2258036992	1	1
2258036992	2	1
2258036992	3	1
2258036992	4	0
2258036992	5	1
2207251756	1	1
2207251756	2	0
2207251756	3	1
2207251756	4	1
2207251756	5	1
2266000489	1	1
2266000489	2	1
2266000489	3	1
2266000489	4	1
2266000489	5	1
2070360423	1	0
2070360423	2	1
2070360423	3	1
2070360423	4	1
2070360423	5	1
0394822862	1	1
0394822862	2	1
0394822862	3	0
0394822862	4	1
0394822862	5	1
0874493803	1	1
0874493803	2	0
0874493803	3	1
0874493803	4	1
0874493803	5	1
1569870942	1	1
1569870942	2	1
1569870942	3	1
1569870942	4	1
1569870942	5	1
1579730272	1	1
1579730272	2	1
1579730272	3	1
1579730272	4	1
1579730272	5	1
0307177092	1	1
0307177092	2	1
0307177092	3	1
0307177092	4	1
0307177092	5	0
2253004898	1	1
2253004898	2	1
2253004898	3	1
2253004898	4	1
2253004898	5	0
0812094271	1	1
0812094271	2	0
0812094271	3	1
0812094271	4	1
0812094271	5	1
0380600129	1	0
0380600129	2	1
0380600129	3	0
0380600129	4	0
0380600129	5	1
0451522389	1	0
0451522389	2	1
0451522389	3	0
0451522389	4	1
0451522389	5	0
0425169324	1	0
0425169324	2	1
0425169324	3	1
0425169324	4	1
0425169324	5	1
082176828X	1	1
082176828X	2	0
082176828X	3	1
082176828X	4	1
082176828X	5	0
0316693324	1	1
0316693324	2	1
0316693324	3	1
0316693324	4	1
0316693324	5	0
0553283685	1	0
0553283685	2	0
0553283685	3	0
0553283685	4	1
0553283685	5	1
1841215457	1	1
1841215457	2	1
1841215457	3	0
1841215457	4	0
1841215457	5	1
0064410358	1	1
0064410358	2	1
0064410358	3	0
0064410358	4	1
0064410358	5	1
0007108648	1	1
0007108648	2	1
0007108648	3	1
0007108648	4	1
0007108648	5	1
0064472930	1	1
0064472930	2	1
0064472930	3	1
0064472930	4	0
0064472930	5	1
0590629824	1	1
0590629824	2	1
0590629824	3	1
0590629824	4	0
0590629824	5	1
0743412273	1	1
0743412273	2	0
0743412273	3	1
0743412273	4	0
0743412273	5	1
0140089586	1	1
0140089586	2	1
0140089586	3	0
0140089586	4	1
0140089586	5	1
0316140651	1	0
0316140651	2	1
0316140651	3	1
0316140651	4	1
0316140651	5	1
1559277785	1	0
1559277785	2	0
1559277785	3	1
1559277785	4	1
1559277785	5	0
0345367898	1	1
0345367898	2	1
0345367898	3	0
0345367898	4	1
0345367898	5	1
0205280854	1	0
0205280854	2	0
0205280854	3	1
0205280854	4	1
0205280854	5	1
0553110721	1	1
0553110721	2	0
0553110721	3	1
0553110721	4	1
0553110721	5	1
1558534245	1	1
1558534245	2	1
1558534245	3	1
1558534245	4	1
1558534245	5	1
0553580272	1	1
0553580272	2	1
0553580272	3	1
0553580272	4	1
0553580272	5	1
1560980087	1	1
1560980087	2	1
1560980087	3	1
1560980087	4	1
1560980087	5	1
0679412271	1	1
0679412271	2	1
0679412271	3	1
0679412271	4	1
0679412271	5	0
0803281730	1	1
0803281730	2	1
0803281730	3	0
0803281730	4	1
0803281730	5	0
0345396529	1	1
0345396529	2	1
0345396529	3	1
0345396529	4	1
0345396529	5	1
0440455332	1	1
0440455332	2	1
0440455332	3	0
0440455332	4	1
0440455332	5	0
1860462995	1	1
1860462995	2	1
1860462995	3	0
1860462995	4	1
1860462995	5	1
0679452281	1	1
0679452281	2	1
0679452281	3	1
0679452281	4	0
0679452281	5	1
0811807150	1	0
0811807150	2	1
0811807150	3	1
0811807150	4	1
0811807150	5	1
0393029190	1	0
0393029190	2	1
0393029190	3	1
0393029190	4	1
0393029190	5	1
0385425686	1	1
0385425686	2	1
0385425686	3	1
0385425686	4	1
0385425686	5	1
0312169655	1	0
0312169655	2	1
0312169655	3	1
0312169655	4	1
0312169655	5	1
0785324712	1	1
0785324712	2	0
0785324712	3	1
0785324712	4	1
0785324712	5	1
0449912558	1	1
0449912558	2	1
0449912558	3	0
0449912558	4	0
0449912558	5	1
0934257345	1	1
0934257345	2	1
0934257345	3	1
0934257345	4	1
0934257345	5	0
0312205872	1	1
0312205872	2	1
0312205872	3	1
0312205872	4	0
0312205872	5	1
0670867144	1	1
0670867144	2	1
0670867144	3	1
0670867144	4	1
0670867144	5	0
0805051732	1	1
0805051732	2	1
0805051732	3	1
0805051732	4	1
0805051732	5	1
0449300021	1	0
0449300021	2	1
0449300021	3	1
0449300021	4	1
0449300021	5	1
0684835983	1	1
0684835983	2	1
0684835983	3	1
0684835983	4	1
0684835983	5	0
0440226430	1	1
0440226430	2	0
0440226430	3	0
0440226430	4	1
0440226430	5	0
0385721358	1	0
0385721358	2	1
0385721358	3	0
0385721358	4	1
0385721358	5	0
031231616X	1	1
031231616X	2	0
031231616X	3	0
031231616X	4	1
031231616X	5	1
0764504509	1	1
0764504509	2	0
0764504509	3	0
0764504509	4	1
0764504509	5	1
089480829X	1	1
089480829X	2	1
089480829X	3	0
089480829X	4	1
089480829X	5	1
0767912233	1	0
0767912233	2	1
0767912233	3	1
0767912233	4	1
0767912233	5	1
0971453217	1	1
0971453217	2	1
0971453217	3	1
0971453217	4	1
0971453217	5	0
0971453209	1	1
0971453209	2	0
0971453209	3	1
0971453209	4	1
0971453209	5	1
0785268030	1	0
0785268030	2	0
0785268030	3	1
0785268030	4	1
0785268030	5	0
0743201736	1	1
0743201736	2	1
0743201736	3	1
0743201736	4	1
0743201736	5	0
0894805770	1	0
0894805770	2	0
0894805770	3	0
0894805770	4	1
0894805770	5	1
0440177499	1	1
0440177499	2	1
0440177499	3	1
0440177499	4	1
0440177499	5	1
0553232053	1	1
0553232053	2	1
0553232053	3	1
0553232053	4	1
0553232053	5	1
0312269102	1	1
0312269102	2	1
0312269102	3	0
0312269102	4	1
0312269102	5	0
0062502174	1	1
0062502174	2	0
0062502174	3	1
0062502174	4	1
0062502174	5	1
0688177751	1	1
0688177751	2	1
0688177751	3	1
0688177751	4	0
0688177751	5	1
0345438329	1	0
0345438329	2	1
0345438329	3	0
0345438329	4	0
0345438329	5	1
0345401123	1	1
0345401123	2	1
0345401123	3	1
0345401123	4	0
0345401123	5	1
1593160151	1	1
1593160151	2	1
1593160151	3	0
1593160151	4	1
1593160151	5	0
1593160127	1	1
1593160127	2	1
1593160127	3	1
1593160127	4	1
1593160127	5	1
0451209435	1	1
0451209435	2	0
0451209435	3	1
0451209435	4	1
0451209435	5	1
1551669501	1	0
1551669501	2	1
1551669501	3	1
1551669501	4	0
1551669501	5	1
0375707972	1	1
0375707972	2	0
0375707972	3	0
0375707972	4	1
0375707972	5	0
0618126988	1	1
0618126988	2	1
0618126988	3	0
0618126988	4	0
0618126988	5	0
0060094850	1	1
0060094850	2	1
0060094850	3	0
0060094850	4	1
0060094850	5	1
0060192305	1	0
0060192305	2	0
0060192305	3	1
0060192305	4	1
0060192305	5	1
0142000361	1	0
0142000361	2	0
0142000361	3	1
0142000361	4	1
0142000361	5	1
0872860175	1	1
0872860175	2	1
0872860175	3	0
0872860175	4	1
0872860175	5	1
031219126X	1	1
031219126X	2	0
031219126X	3	1
031219126X	4	0
031219126X	5	0
0020518609	1	1
0020518609	2	0
0020518609	3	1
0020518609	4	0
0020518609	5	1
0345446860	1	1
0345446860	2	1
0345446860	3	1
0345446860	4	0
0345446860	5	1
0446310492	1	1
0446310492	2	1
0446310492	3	1
0446310492	4	1
0446310492	5	1
037348285X	1	1
037348285X	2	1
037348285X	3	1
037348285X	4	0
037348285X	5	1
0515090506	1	0
0515090506	2	1
0515090506	3	1
0515090506	4	1
0515090506	5	1
0399145087	1	1
0399145087	2	0
0399145087	3	1
0399145087	4	0
0399145087	5	1
0812590244	1	1
0812590244	2	1
0812590244	3	1
0812590244	4	0
0812590244	5	2
0963641328	1	1
0963641328	2	1
0963641328	3	1
0963641328	4	1
0963641328	5	1
1574551108	1	1
1574551108	2	1
1574551108	3	1
1574551108	4	1
1574551108	5	1
0879739304	1	1
0879739304	2	1
0879739304	3	1
0879739304	4	1
0879739304	5	1
0965712516	1	1
0965712516	2	1
0965712516	3	0
0965712516	4	0
0965712516	5	1
0670829943	1	1
0670829943	2	0
0670829943	3	1
0670829943	4	0
0670829943	5	1
0060192119	1	1
0060192119	2	0
0060192119	3	1
0060192119	4	1
0060192119	5	1
0836218256	1	0
0836218256	2	1
0836218256	3	1
0836218256	4	0
0836218256	5	1
0898707129	1	0
0898707129	2	1
0898707129	3	0
0898707129	4	1
0898707129	5	1
0805420460	1	1
0805420460	2	1
0805420460	3	1
0805420460	4	1
0805420460	5	1
0140140352	1	0
0140140352	2	1
0140140352	3	1
0140140352	4	1
0140140352	5	2
1575666529	1	1
1575666529	2	0
1575666529	3	0
1575666529	4	1
1575666529	5	1
0312990456	1	1
0312990456	2	1
0312990456	3	2
0312990456	4	0
0312990456	5	2
0440221102	1	1
0440221102	2	1
0440221102	3	1
0440221102	4	1
0440221102	5	1
0316969680	1	0
0316969680	2	1
0316969680	3	1
0316969680	4	0
0316969680	5	1
0449207463	1	1
0449207463	2	1
0449207463	3	1
0449207463	4	1
0449207463	5	1
0689109865	1	0
0689109865	2	1
0689109865	3	1
0689109865	4	1
0689109865	5	2
3518368540	1	0
3518368540	2	1
3518368540	3	1
3518368540	4	1
3518368540	5	0
0312423209	1	1
0312423209	2	1
0312423209	3	0
0312423209	4	0
0312423209	5	1
0141180633	1	1
0141180633	2	1
0141180633	3	0
0141180633	4	1
0141180633	5	1
0140283382	1	1
0140283382	2	1
0140283382	3	0
0140283382	4	1
0140283382	5	1
0786248688	1	1
0786248688	2	1
0786248688	3	0
0786248688	4	1
0786248688	5	0
0773762078	1	1
0773762078	2	1
0773762078	3	1
0773762078	4	1
0773762078	5	1
0884041093	1	1
0884041093	2	0
0884041093	3	1
0884041093	4	1
0884041093	5	1
0884040801	1	1
0884040801	2	1
0884040801	3	1
0884040801	4	0
0884040801	5	1
0786887842	1	1
0786887842	2	1
0786887842	3	1
0786887842	4	1
0786887842	5	1
0450542912	1	1
0450542912	2	0
0450542912	3	1
0450542912	4	1
0450542912	5	1
0192817264	1	0
0192817264	2	1
0192817264	3	1
0192817264	4	0
0192817264	5	1
0751522732	1	1
0751522732	2	1
0751522732	3	1
0751522732	4	0
0751522732	5	1
0091850401	1	1
0091850401	2	1
0091850401	3	0
0091850401	4	1
0091850401	5	0
1853260312	1	2
1853260312	2	0
1853260312	3	1
1853260312	4	1
1853260312	5	0
0140016821	1	1
0140016821	2	1
0140016821	3	0
0140016821	4	1
0140016821	5	0
0440418569	1	0
0440418569	2	0
0440418569	3	1
0440418569	4	1
0440418569	5	1
0786014210	1	1
0786014210	2	1
0786014210	3	1
0786014210	4	1
0786014210	5	0
0441005667	1	1
0441005667	2	1
0441005667	3	1
0441005667	4	1
0441005667	5	1
0553259830	1	1
0553259830	2	1
0553259830	3	1
0553259830	4	1
0553259830	5	0
0312965338	1	0
0312965338	2	1
0312965338	3	0
0312965338	4	1
0312965338	5	1
1888740051	1	1
1888740051	2	1
1888740051	3	1
1888740051	4	0
1888740051	5	1
0061008028	1	1
0061008028	2	1
0061008028	3	1
0061008028	4	1
0061008028	5	1
1931646384	1	1
1931646384	2	1
1931646384	3	1
1931646384	4	0
1931646384	5	0
0399501487	1	1
0399501487	2	1
0399501487	3	1
0399501487	4	1
0399501487	5	1
157566559X	1	0
157566559X	2	1
157566559X	3	1
157566559X	4	1
157566559X	5	1
3423125551	1	1
3423125551	2	1
3423125551	3	0
3423125551	4	1
3423125551	5	1
0060514949	1	1
0060514949	2	1
0060514949	3	1
0060514949	4	1
0060514949	5	0
0425188361	1	1
0425188361	2	1
0425188361	3	1
0425188361	4	1
0425188361	5	1
0066210151	1	1
0066210151	2	1
0066210151	3	1
0066210151	4	1
0066210151	5	1
0395177111	1	1
0395177111	2	0
0395177111	3	1
0395177111	4	1
0395177111	5	1
0375411992	1	1
0375411992	2	1
0375411992	3	1
0375411992	4	1
0375411992	5	0
0060287802	1	1
0060287802	2	1
0060287802	3	0
0060287802	4	1
0060287802	5	0
3442730066	1	1
3442730066	2	1
3442730066	3	0
3442730066	4	1
3442730066	5	1
0394718968	1	1
0394718968	2	1
0394718968	3	1
0394718968	4	1
0394718968	5	1
0192820753	1	0
0192820753	2	1
0192820753	3	0
0192820753	4	0
0192820753	5	1
0671744003	1	0
0671744003	2	1
0671744003	3	0
0671744003	4	1
0671744003	5	0
3596129389	1	1
3596129389	2	1
3596129389	3	1
3596129389	4	1
3596129389	5	0
0915308789	1	0
0915308789	2	1
0915308789	3	1
0915308789	4	1
0915308789	5	0
3423620196	1	1
3423620196	2	1
3423620196	3	1
3423620196	4	1
3423620196	5	1
0743203313	1	1
0743203313	2	0
0743203313	3	1
0743203313	4	1
0743203313	5	1
0425177173	1	1
0425177173	2	0
0425177173	3	1
0425177173	4	1
0425177173	5	1
0425172554	1	1
0425172554	2	1
0425172554	3	1
0425172554	4	1
0425172554	5	1
0440224764	1	1
0440224764	2	1
0440224764	3	1
0440224764	4	1
0440224764	5	0
0553572997	1	0
0553572997	2	1
0553572997	3	1
0553572997	4	1
0553572997	5	1
034543076X	1	0
034543076X	2	1
034543076X	3	1
034543076X	4	1
034543076X	5	1
0380727501	1	1
0380727501	2	1
0380727501	3	1
0380727501	4	1
0380727501	5	1
0312423799	1	0
0312423799	2	1
0312423799	3	1
0312423799	4	1
0312423799	5	1
0743249887	1	0
0743249887	2	0
0743249887	3	1
0743249887	4	1
0743249887	5	1
0316089745	1	0
0316089745	2	1
0316089745	3	1
0316089745	4	1
0316089745	5	0
037542217X	1	1
037542217X	2	0
037542217X	3	0
037542217X	4	1
037542217X	5	0
0345440773	1	1
0345440773	2	0
0345440773	3	1
0345440773	4	1
0345440773	5	1
0440208912	1	1
0440208912	2	1
0440208912	3	1
0440208912	4	1
0440208912	5	0
0061093106	1	1
0061093106	2	1
0061093106	3	1
0061093106	4	0
0061093106	5	0
0373218192	1	1
0373218192	2	1
0373218192	3	0
0373218192	4	0
0373218192	5	1
0515120006	1	1
0515120006	2	1
0515120006	3	1
0515120006	4	0
0515120006	5	1
0515127396	1	1
0515127396	2	1
0515127396	3	1
0515127396	4	1
0515127396	5	1
0345433084	1	0
0345433084	2	1
0345433084	3	1
0345433084	4	1
0345433084	5	0
0345416260	1	1
0345416260	2	1
0345416260	3	1
0345416260	4	1
0345416260	5	1
0385494785	1	0
0385494785	2	0
0385494785	3	0
0385494785	4	0
0385494785	5	2
0385486804	1	1
0385486804	2	1
0385486804	3	1
0385486804	4	1
0385486804	5	1
0385512104	1	0
0385512104	2	0
0385512104	3	1
0385512104	4	0
0385512104	5	1
1555973981	1	1
1555973981	2	1
1555973981	3	0
1555973981	4	1
1555973981	5	1
0451180208	1	1
0451180208	2	1
0451180208	3	1
0451180208	4	1
0451180208	5	1
089587198X	1	0
089587198X	2	1
089587198X	3	0
089587198X	4	0
089587198X	5	1
0198811020	1	2
0198811020	2	1
0198811020	3	1
0198811020	4	1
0198811020	5	1
0525237704	1	0
0525237704	2	1
0525237704	3	1
0525237704	4	0
0525237704	5	1
039914255X	1	1
039914255X	2	0
039914255X	3	1
039914255X	4	1
039914255X	5	0
0340649763	1	1
0340649763	2	0
0340649763	3	1
0340649763	4	1
0340649763	5	0
0440236673	1	1
0440236673	2	0
0440236673	3	0
0440236673	4	1
0440236673	5	0
0553295071	1	1
0553295071	2	1
0553295071	3	1
0553295071	4	1
0553295071	5	1
0316291161	1	1
0316291161	2	1
0316291161	3	1
0316291161	4	0
0316291161	5	1
0449208397	1	1
0449208397	2	1
0449208397	3	1
0449208397	4	0
0449208397	5	1
1590171012	1	1
1590171012	2	0
1590171012	3	1
1590171012	4	1
1590171012	5	1
0060505273	1	1
0060505273	2	0
0060505273	3	1
0060505273	4	1
0060505273	5	1
0752999958	1	0
0752999958	2	0
0752999958	3	0
0752999958	4	0
0752999958	5	1
0702229962	1	1
0702229962	2	0
0702229962	3	0
0702229962	4	1
0702229962	5	1
0679771476	1	1
0679771476	2	1
0679771476	3	0
0679771476	4	1
0679771476	5	0
0684848597	1	1
0684848597	2	1
0684848597	3	0
0684848597	4	1
0684848597	5	1
031215125X	1	1
031215125X	2	0
031215125X	3	1
031215125X	4	1
031215125X	5	1
0064405176	1	0
0064405176	2	1
0064405176	3	1
0064405176	4	1
0064405176	5	1
0684821192	1	1
0684821192	2	0
0684821192	3	0
0684821192	4	1
0684821192	5	1
0061056871	1	0
0061056871	2	1
0061056871	3	1
0061056871	4	0
0061056871	5	0
0590988301	1	1
0590988301	2	0
0590988301	3	0
0590988301	4	1
0590988301	5	1
0883659654	1	1
0883659654	2	0
0883659654	3	1
0883659654	4	0
0883659654	5	0
0440235162	1	1
0440235162	2	1
0440235162	3	1
0440235162	4	1
0440235162	5	1
076790382X	1	1
076790382X	2	1
076790382X	3	0
076790382X	4	0
076790382X	5	1
0330357808	1	0
0330357808	2	0
0330357808	3	0
0330357808	4	1
0330357808	5	0
0425158616	1	1
0425158616	2	1
0425158616	3	1
0425158616	4	1
0425158616	5	0
0307001385	1	1
0307001385	2	1
0307001385	3	1
0307001385	4	0
0307001385	5	0
0595157939	1	1
0595157939	2	1
0595157939	3	1
0595157939	4	0
0595157939	5	1
0702231088	1	1
0702231088	2	1
0702231088	3	0
0702231088	4	1
0702231088	5	1
0140143599	1	0
0140143599	2	1
0140143599	3	1
0140143599	4	0
0140143599	5	0
0062502182	1	1
0062502182	2	0
0062502182	3	1
0062502182	4	0
0062502182	5	0
0060175400	1	0
0060175400	2	1
0060175400	3	0
0060175400	4	0
0060175400	5	1
1573221775	1	1
1573221775	2	1
1573221775	3	0
1573221775	4	0
1573221775	5	1
0913367044	1	0
0913367044	2	0
0913367044	3	1
0913367044	4	1
0913367044	5	0
1888698357	1	1
1888698357	2	1
1888698357	3	0
1888698357	4	1
1888698357	5	1
0913367176	1	0
0913367176	2	1
0913367176	3	1
0913367176	4	1
0913367176	5	1
0933121245	1	1
0933121245	2	1
0933121245	3	0
0933121245	4	0
0933121245	5	1
0312168144	1	1
0312168144	2	1
0312168144	3	0
0312168144	4	1
0312168144	5	0
0451528182	1	1
0451528182	2	1
0451528182	3	1
0451528182	4	1
0451528182	5	0
0671537458	1	1
0671537458	2	1
0671537458	3	1
0671537458	4	0
0671537458	5	1
0786014741	1	0
0786014741	2	1
0786014741	3	0
0786014741	4	1
0786014741	5	1
0517573822	1	0
0517573822	2	1
0517573822	3	0
0517573822	4	0
0517573822	5	1
0877732906	1	1
0877732906	2	1
0877732906	3	0
0877732906	4	1
0877732906	5	1
0743437810	1	1
0743437810	2	1
0743437810	3	1
0743437810	4	0
0743437810	5	1
0385240406	1	1
0385240406	2	1
0385240406	3	0
0385240406	4	0
0385240406	5	1
0060116188	1	1
0060116188	2	1
0060116188	3	1
0060116188	4	1
0060116188	5	1
0394742591	1	1
0394742591	2	1
0394742591	3	1
0394742591	4	0
0394742591	5	1
0517149257	1	1
0517149257	2	1
0517149257	3	1
0517149257	4	0
0517149257	5	1
0374517886	1	1
0374517886	2	0
0374517886	3	1
0374517886	4	1
0374517886	5	0
0850315336	1	0
0850315336	2	1
0850315336	3	0
0850315336	4	1
0850315336	5	0
0312964854	1	1
0312964854	2	1
0312964854	3	1
0312964854	4	1
0312964854	5	1
0743222008	1	1
0743222008	2	1
0743222008	3	1
0743222008	4	0
0743222008	5	1
0684863324	1	1
0684863324	2	1
0684863324	3	1
0684863324	4	1
0684863324	5	1
0618127453	1	0
0618127453	2	1
0618127453	3	1
0618127453	4	0
0618127453	5	0
0884053660	1	1
0884053660	2	1
0884053660	3	1
0884053660	4	1
0884053660	5	1
0812590236	1	1
0812590236	2	1
0812590236	3	1
0812590236	4	1
0812590236	5	0
0515127221	1	1
0515127221	2	1
0515127221	3	0
0515127221	4	1
0515127221	5	1
0425161242	1	1
0425161242	2	1
0425161242	3	1
0425161242	4	1
0425161242	5	1
0451200993	1	0
0451200993	2	1
0451200993	3	1
0451200993	4	1
0451200993	5	1
0679765123	1	1
0679765123	2	0
0679765123	3	0
0679765123	4	1
0679765123	5	1
0312982194	1	1
0312982194	2	0
0312982194	3	0
0312982194	4	1
0312982194	5	1
0451195922	1	1
0451195922	2	1
0451195922	3	0
0451195922	4	1
0451195922	5	0
0425169863	1	1
0425169863	2	1
0425169863	3	1
0425169863	4	0
0425169863	5	1
0345380371	1	0
0345380371	2	1
0345380371	3	0
0345380371	4	1
0345380371	5	1
0446609323	1	1
0446609323	2	1
0446609323	3	0
0446609323	4	1
0446609323	5	0
0316690619	1	0
0316690619	2	1
0316690619	3	1
0316690619	4	0
0316690619	5	0
0446610038	1	1
0446610038	2	1
0446610038	3	1
0446610038	4	1
0446610038	5	1
155143234X	1	1
155143234X	2	1
155143234X	3	0
155143234X	4	0
155143234X	5	1
0891074759	1	0
0891074759	2	1
0891074759	3	1
0891074759	4	0
0891074759	5	1
0449222276	1	1
0449222276	2	0
0449222276	3	1
0449222276	4	0
0449222276	5	0
0440224608	1	1
0440224608	2	0
0440224608	3	1
0440224608	4	1
0440224608	5	1
0451201558	1	1
0451201558	2	1
0451201558	3	0
0451201558	4	0
0451201558	5	1
0061032077	1	0
0061032077	2	1
0061032077	3	1
0061032077	4	1
0061032077	5	1
2253004243	1	0
2253004243	2	1
2253004243	3	0
2253004243	4	1
2253004243	5	1
0679459626	1	1
0679459626	2	1
0679459626	3	1
0679459626	4	1
0679459626	5	1
0812566629	1	1
0812566629	2	1
0812566629	3	1
0812566629	4	1
0812566629	5	1
0816614024	1	1
0816614024	2	0
0816614024	3	1
0816614024	4	1
0816614024	5	0
3518390473	1	1
3518390473	2	1
3518390473	3	1
3518390473	4	1
3518390473	5	1
340414578X	1	0
340414578X	2	1
340414578X	3	1
340414578X	4	1
340414578X	5	0
3596113350	1	1
3596113350	2	1
3596113350	3	1
3596113350	4	1
3596113350	5	2
3453189442	1	1
3453189442	2	0
3453189442	3	1
3453189442	4	1
3453189442	5	1
3462031252	1	1
3462031252	2	1
3462031252	3	0
3462031252	4	0
3462031252	5	1
0671001701	1	1
0671001701	2	1
0671001701	3	0
0671001701	4	1
0671001701	5	0
0782125557	1	1
0782125557	2	1
0782125557	3	0
0782125557	4	1
0782125557	5	1
1555217532	1	1
1555217532	2	0
1555217532	3	1
1555217532	4	1
1555217532	5	0
0843943769	1	0
0843943769	2	1
0843943769	3	1
0843943769	4	1
0843943769	5	0
0553583085	1	1
0553583085	2	0
0553583085	3	0
0553583085	4	0
0553583085	5	1
1892051001	1	1
1892051001	2	1
1892051001	3	1
1892051001	4	1
1892051001	5	1
0805019375	1	0
0805019375	2	1
0805019375	3	0
0805019375	4	1
0805019375	5	1
1587991039	1	1
1587991039	2	0
1587991039	3	1
1587991039	4	0
1587991039	5	0
1587214768	1	0
1587214768	2	1
1587214768	3	0
1587214768	4	1
1587214768	5	1
0802130496	1	1
0802130496	2	1
0802130496	3	1
0802130496	4	1
0802130496	5	1
1857931467	1	1
1857931467	2	1
1857931467	3	1
1857931467	4	1
1857931467	5	1
0380717085	1	1
0380717085	2	1
0380717085	3	1
0380717085	4	1
0380717085	5	1
0380712172	1	1
0380712172	2	0
0380712172	3	1
0380712172	4	1
